AffiliationID,ProviderID,ProviderAffliated,ProviderAffiliationName,ProviderAffiliationType,ProviderAffiliationStartDate,ProviderAffiliationEndDate
0af0a12b-2c87-49b1-8abe-cf9b0065d094,798e23cb-3837-437d-b108-03b56c50cc24,Yes,Jersey Shore Hospital,Health System,2019-08-02,2023-12-03
ec857df5-bc9e-4407-95db-d9925f0b3243,5945b23b-c256-4724-8fa3-c60b3552f682,No,,,,
e0b79185-d0d9-437e-9546-1bb87585ab08,54d1b832-d242-4bf1-b027-a0c757b32b0a,No,,,,
5e9b698d-ea57-4263-827d-f2592c1b0fbc,8520e6b8-98e4-437d-a80e-98a33e9ea9ee,Yes,Atlantic Health System,Medical Group,2021-04-20,2025-02-23
e6d97ee6-db46-4a83-b035-6d85afcb74e7,8467e1fc-56b0-4da6-b814-beb64168b943,Yes,Hackensack Medical Affiliates,Clinic,2017-05-11,2020-06-09
f78dfa59-5c52-4098-b096-30e61c4f6900,18c189c0-a12e-4844-9b03-e70e97e58fb4,Yes,Hackensack Medical Affiliates,Health System,2021-09-09,2025-07-03
5f8a3b39-1ad8-4a9a-bb1b-5e9ac5f33766,66fdc566-29aa-4287-96ef-422ec210c1f1,Yes,Newark General Hospital,Hospital,2018-01-05,2025-07-03
a4753a90-a8a5-4a5b-8677-6c719fb9e8ad,3b636a79-c161-4de7-811c-e5cea3c18f7b,Yes,RWJBarnabas Health,Hospital,2022-02-01,2025-07-03
4bb68cbd-e404-4958-a28c-acf8ccf83bdd,702968e1-52d3-4a92-9c7f-e58581a39aed,No,,,,
87b6ce2a-77d8-4704-9acc-9738e3cf5689,8bef084d-6099-44ca-9c90-846073b8b6b0,Yes,Newark General Hospital,Health System,2017-05-04,2025-05-25
ef967dd6-e876-43c4-bde7-dcfdc9480ca9,9694d63a-1490-49c1-8268-270663b27035,Yes,Atlantic Health System,Health System,2023-12-15,2025-07-03
69e25c8a-488c-455c-ae13-d5cdca3ceac1,e42a12ce-8093-463b-b5f5-1706894810f9,No,,,,
970e1eb9-b7a5-48e9-b86b-84c49c9fb1db,bbdbad8a-4812-4b59-9e5e-e4a211123200,Yes,Jersey Shore Hospital,Medical Group,2019-10-09,2021-04-12
2b49cde5-16be-4eb8-8ed0-91b72e6e0288,0c44f31b-97d3-489c-9f1e-11908ef6d955,Yes,Hackensack Medical Affiliates,Medical Group,2016-11-25,2022-06-11
70902761-a159-4c8f-8aea-08dd8937f085,01df37bc-ae4f-4f3b-bdee-e5ef26b4a78f,Yes,Newark General Hospital,Health System,2021-09-01,2025-07-03
0959fc5c-f091-4ddd-be77-7c76d43922af,80ba0483-9cc9-4e39-af62-e52e9f083483,Yes,Hackensack Medical Affiliates,Clinic,2023-01-16,2025-07-03
a053926d-b8e8-49bc-8b5b-daee707655f8,7e71f2c0-cd9c-4ee8-b07a-1cf43fdc8357,Yes,Trinitas Regional Medical Center,Hospital,2022-04-30,2025-07-03
eb24c37d-2d2d-4065-98b2-c43e9aeeab8d,bef4aef6-4e16-471d-addc-dfe8aaba9418,Yes,Newark General Hospital,Health System,2021-07-31,2025-07-03
8525e0d5-f63d-4084-baa5-60ff3f34f55f,70e37b95-bd6e-4399-82fc-405ab6f0621b,Yes,Newark General Hospital,Hospital,2021-12-15,2025-07-03
4af135e3-1f55-4f57-a917-f7a6d4c3564b,a34aeeed-b6e0-4e38-a8bc-c8cfa123555c,Yes,RWJBarnabas Health,Clinic,2018-10-13,2025-07-03
0e93481a-0a97-43f4-b6c7-07de2b0b5b19,58827565-407c-4387-b892-6fe6084a72c2,Yes,Princeton Health Group,Hospital,2022-06-04,2025-07-03
ac10022d-9903-43f8-ba3e-36d33eb3602e,38bc1b8d-8ed1-4e2c-aebf-ec65b30fa942,Yes,Hackensack Medical Affiliates,Health System,2017-07-20,2025-04-25
48ac9ac1-a100-45d7-82d3-c9b12878d322,866907c1-9e5b-4560-965c-fa1605e7f31c,Yes,Princeton Health Group,Health System,2022-01-11,2024-12-04
f2895761-1522-442c-9b5b-9d9845e3e54d,1ee54db4-f891-4dfa-bb56-2106300eb8b9,No,,,,
f0f073e4-3a88-4cc2-a973-845623b9be30,c699f7cc-64d8-43ac-a015-798694c2d63e,Yes,Atlantic Health System,Hospital,2019-05-27,2025-07-03
e22e1baa-e47b-40b2-8cda-c6328aa182e0,9c52147e-d810-4ad7-bdee-7f81e1c94507,Yes,Trinitas Regional Medical Center,Hospital,2024-06-13,2025-07-03
6716b169-ab68-4ccc-bcbd-8e8070297018,01abe6fd-e3cb-44b1-824d-38a6567c2613,Yes,Trinitas Regional Medical Center,Medical Group,2022-01-20,2025-07-03
378469d9-4cd1-4e5c-87e9-5d586d935498,49c53bb8-6a91-4606-8c42-bc6d6afdb64d,Yes,Princeton Health Group,Health System,2020-04-03,2024-05-20
2257e55e-d32c-4e5b-8aa4-766a52db5c80,cc15b469-ec2f-4427-858d-a855a99ac695,Yes,RWJBarnabas Health,Clinic,2016-06-29,2018-11-06
42e02cf2-b0fe-4c16-a204-bb0a6decc591,5fe6c75e-dff8-4f33-ac8d-e5578e3e4cb8,Yes,Hackensack Medical Affiliates,Health System,2023-01-06,2024-02-18
dcca12f6-9f27-44af-89b0-05687723ee1b,8e2ce70f-e7a9-420b-81e6-0fe096d2c540,No,,,,
1eb06308-ac5f-4efa-93a3-f0b0513dd7fc,fc5848cd-e18d-48b3-a56f-66ead61d5b51,Yes,Atlantic Health System,Hospital,2017-12-03,2020-05-16
717ef8cd-1956-4ea5-8843-414df649f3a4,f9b96fab-0a20-41e7-b809-909cfe18799f,Yes,Princeton Health Group,Health System,2023-08-20,2025-07-03
ad93f958-214b-4e09-9e13-44dddaa3419b,c54e750b-76cf-41cb-91e6-4dc2120b0244,Yes,RWJBarnabas Health,Hospital,2021-07-04,2025-07-03
b4dfd5f8-907a-4712-ade2-8d64c1d3ec18,b330783a-5f21-438c-b065-48e638e3810d,No,,,,
1dbe2655-b1b3-4f84-b4d0-32b85a904825,1be6b771-9365-4c59-9bc4-9b24ea1e661f,No,,,,
d726186e-8ecd-4a72-9b8c-854f26341bd1,8fa67842-c88d-4c49-b1aa-9793701379c2,Yes,Jersey Shore Hospital,Health System,2021-12-03,2025-07-03
e14d7339-1358-46d4-8fc7-49541b50cb89,51f35aa0-dd2f-4882-9e24-82fb71106f13,Yes,Hackensack Medical Affiliates,Clinic,2019-07-05,2022-06-29
fc25ed23-6f7a-46b6-a6a5-5e9e8c2d4dc9,e0decaeb-0267-4efa-9422-39cf5dd2b346,Yes,Hackensack Medical Affiliates,Health System,2019-04-19,2024-12-07
707bd8f8-5f02-47ab-8b25-263368157dd3,c06cf60c-992d-42bc-b21a-0e8e5c0f88d7,Yes,Saint Mary's Medical Center,Hospital,2019-10-07,2022-12-06
f030aa92-acd8-451f-8a12-09d27f8338b3,1d9d1b26-9969-435f-95cc-b384d3eb0220,Yes,Princeton Health Group,Clinic,2016-11-14,2022-06-27
e1c82d8d-6ba6-408e-85be-7b2bb5f58892,d47e80dd-c24c-4e26-bf4e-24a1dbb2df25,Yes,Hackensack Medical Affiliates,Medical Group,2016-02-20,2020-05-07
76100497-5d2b-4215-af42-c107c3f64539,f742eb03-5d22-40f6-9b20-dfb02eace936,Yes,Saint Mary's Medical Center,Clinic,2018-03-20,2022-12-31
cd50a0e5-5cef-4cda-b68f-2b42efe15eef,676fce0c-d313-495c-b15b-5497f12cb66e,Yes,Atlantic Health System,Medical Group,2024-06-04,2025-07-03
d8d62fe9-e26f-4229-b21b-f24ecebbe556,6933a965-441f-4741-b1ac-97cbab7aac22,Yes,Newark General Hospital,Hospital,2022-01-06,2023-06-01
b10d4507-42a1-4d0b-be22-87c1d56feaa3,cea316a0-9b29-45ce-ad59-7ae297f231d3,Yes,Newark General Hospital,Health System,2020-12-20,2024-01-27
3c2c3278-362b-45dc-9871-cad0a897ccaf,cb6d783c-1da5-4dd8-a96a-9eed92a55511,Yes,Princeton Health Group,Medical Group,2023-09-25,2025-07-03
dd857657-9c35-4b36-a13d-e672ca6785f7,0b778232-bdd3-4b4a-86a2-490c74ba9a8e,Yes,RWJBarnabas Health,Hospital,2018-10-31,2020-06-14
0bd648fe-546b-4b0f-a1ce-464c0a18d630,04fea311-105b-46bc-aa75-c188bc042af4,Yes,Atlantic Health System,Clinic,2021-12-28,2025-07-03
657e64f7-9bf1-46c3-a043-5d45dc0de75a,6ac7702f-efe1-4313-9805-89f8df1fb112,Yes,Atlantic Health System,Medical Group,2018-04-23,2024-08-09
740b6aa6-0943-482f-ba55-e797fa8c3837,b6e97b95-20d5-4025-ab8d-a791e7b8f837,Yes,RWJBarnabas Health,Health System,2023-10-06,2025-07-03
28204542-57d5-4bb8-9e55-eb33f17638ac,109c5eb6-f6a0-43cb-8b17-983445c82dae,Yes,RWJBarnabas Health,Hospital,2023-11-28,2025-07-03
be523500-2524-4f26-81f2-b35f7fcc70b8,c9cd76f6-0ff2-415f-9c18-3e5595cd1ae9,Yes,Atlantic Health System,Hospital,2019-02-21,2023-12-09
14e35e08-26ca-4443-a288-967ebb1f1f8d,c06f238f-99ed-4097-8f29-585789139c67,Yes,Atlantic Health System,Hospital,2015-08-26,2019-11-28
f8620a56-efa8-4cc9-a1d9-639b418c815c,150dddbb-9e40-4a2e-b6f9-d9bd4ca3b130,Yes,Atlantic Health System,Clinic,2017-12-12,2021-11-26
4f1f292b-625d-45cd-8b48-8a2864228d0a,1a17d3e8-2db4-4992-824b-a71d2b49f9f7,Yes,Atlantic Health System,Health System,2017-07-06,2021-09-28
3f919792-000d-4fbd-8cfb-28047ed98f4c,b4b5f47d-253e-4dfc-8168-b456bd40f47d,Yes,RWJBarnabas Health,Hospital,2022-12-15,2025-07-03
ecfd9a0e-0ea8-4bff-a448-4996da6b6615,f7d552a6-2a7c-4470-9365-01b5609459a7,Yes,RWJBarnabas Health,Medical Group,2022-10-22,2024-10-21
0b12086a-5208-4d76-8008-bfc6a277686d,ad39f63d-c6e4-4dcc-96c4-e632aa662690,Yes,Princeton Health Group,Clinic,2018-01-06,2023-01-14
f935d5a3-43a7-4af2-99d5-3ffc66458bc9,ac7a8d26-0223-4c2d-876c-62710e44fd54,Yes,Princeton Health Group,Medical Group,2016-12-02,2025-07-03
48abe34d-9c77-4f55-aac2-717a2bed556f,9603d2e7-7255-4398-91ec-a9779450c0d6,No,,,,
835601bd-4d67-45d5-90d0-05d9edfd1f7f,8422cef4-b6b7-47ac-8172-999de0799913,Yes,Newark General Hospital,Health System,2015-11-10,2020-03-25
1b546458-026e-4a46-ad9e-39db37303d82,acbc235a-a4dd-4879-b656-811683c59e74,Yes,Trinitas Regional Medical Center,Health System,2020-10-20,2025-07-03
3ca4663f-687b-4fe1-b391-67c94c1ba891,7e107873-f02b-493b-99c3-7ee7bc13596f,Yes,Newark General Hospital,Medical Group,2019-07-21,2020-08-19
44b030d0-eeda-48a9-9ea5-fdafc12462ed,5fc7d220-5c49-42d4-8824-d7faa8c6f545,Yes,Trinitas Regional Medical Center,Health System,2015-08-08,2021-03-12
bcf5d687-c3ad-411d-995a-a29945430983,cd800ffe-fc5f-4d99-b2f9-b3fe72dfd399,Yes,Princeton Health Group,Hospital,2022-08-27,2025-07-03
d5421893-b863-4b3b-a097-d61b89ce9875,6876776d-7d2c-4e19-ac45-18906c30e82a,Yes,Trinitas Regional Medical Center,Clinic,2016-12-29,2025-07-03
35ec3b5f-4538-485c-b199-37e7387f299c,17d90eba-66cc-4146-ae80-47c1d8dd889f,Yes,Saint Mary's Medical Center,Hospital,2018-02-11,2024-02-20
079f3eb9-43b3-4ea7-a5ac-8a2d0798912b,691b108b-4dd1-4a93-b68c-aab9e31f1cb7,Yes,Jersey Shore Hospital,Hospital,2016-12-30,2025-07-03
a3976b70-811c-4b99-ba81-86451d328933,bb608e60-d656-4865-8d1a-5e23e3b38dad,Yes,Saint Mary's Medical Center,Health System,2024-05-24,2025-07-03
c8b45dbc-2fec-4206-866b-1ff3894c1347,6fb01d30-e3a7-4998-b71c-e63fa0209c94,Yes,Trinitas Regional Medical Center,Hospital,2018-03-15,2022-02-16
1b71973d-a638-409d-8741-f2d083ceb950,1db71b70-7915-41c9-8743-193e9e584595,Yes,Hackensack Medical Affiliates,Clinic,2016-04-30,2023-08-17
b1cc8222-594a-4d14-9eb9-63732e565e49,18fd19a0-e8ef-4dc4-b87f-18d35f8d62fb,Yes,Atlantic Health System,Health System,2022-10-27,2025-07-03
2b0efcbe-a68d-4996-b3b3-32c6741e31f7,8500f185-e16b-457e-9ef1-897267797f2b,Yes,Atlantic Health System,Health System,2022-11-13,2025-07-03
2668fce8-8442-4541-a1fe-d440f74bcd5d,7b677daa-5112-4677-ae0b-991dc0d42d10,Yes,Princeton Health Group,Medical Group,2021-07-31,2025-07-03
8cb0fbc3-9639-4470-8c9a-2545fac0f326,1bbb29f0-aa64-4488-94e7-29c05917b8b5,No,,,,
c97453f3-d3a5-4db0-b1e5-badeff68b258,68303b46-7a9a-40d5-bd2c-33d71cb31cc2,Yes,Princeton Health Group,Health System,2019-02-08,2024-08-16
fb3725c1-68d8-4210-b3ab-82e09962e1cd,faf96134-5f89-4c56-a6a0-cec9d52f03f3,Yes,RWJBarnabas Health,Health System,2019-11-14,2025-01-07
7618118c-bddc-4cf8-819a-bb325ba09e29,bd6adee0-73cd-42cd-a004-84f484da6eae,Yes,Jersey Shore Hospital,Medical Group,2019-08-06,2025-07-03
b9cfca4e-ec01-407f-af88-8eb6fa89ad0d,9087ecfe-63c0-4b13-b7eb-cdf64d434d23,Yes,Saint Mary's Medical Center,Clinic,2018-03-11,2022-04-10
e3961ee2-7e1a-4af1-9fc5-6910ebccc17f,6b360434-fbd1-4b63-8623-0f6a29522e82,Yes,Newark General Hospital,Hospital,2019-06-13,2025-07-03
df479193-208e-4017-846e-4d5da5d7f17b,ff4a9f17-6a3d-41d9-b6be-11a57c43f7a4,Yes,Atlantic Health System,Health System,2020-06-17,2025-07-03
bef355e6-dc0a-4883-a630-5336a66345f9,5ca88a85-8ebb-4c5c-8290-289e900387a7,Yes,Hackensack Medical Affiliates,Hospital,2018-06-30,2023-07-16
6f209f3e-5958-42a0-a5ad-5244f1af41ec,5ce4857b-436c-4024-bf8d-8183a58c3e2d,Yes,Trinitas Regional Medical Center,Medical Group,2020-11-27,2025-07-03
ebedcbce-64d4-4fe3-bff4-58644b938968,05601794-92d6-4a86-b220-f7d7b9631375,Yes,Jersey Shore Hospital,Medical Group,2023-12-05,2025-07-03
b65f8265-5441-402d-a280-21d5b8d26096,0e9c0f9a-0542-4d9e-83be-c23dc361c0a0,Yes,Atlantic Health System,Health System,2018-09-10,2025-07-03
c7fab620-1228-4625-9890-7f0da2b9af0f,133dd79f-819d-4f91-8361-30048f686c62,Yes,Newark General Hospital,Health System,2018-03-05,2024-01-31
9dba1810-0692-4cb1-968f-8a4524e093ee,dcf82301-e2e8-4ab9-97e9-8ba61d5edadd,No,,,,
c7a2e4db-28cf-4a4c-9158-46c3234baaf3,fc03c94b-af1b-4c82-8a02-201d466876f6,Yes,RWJBarnabas Health,Clinic,2015-09-09,2021-08-05
c192472e-1f36-40b0-ab40-2d500319f88e,3609cb8e-5102-4403-b3c4-7124c958d4f0,Yes,Princeton Health Group,Medical Group,2023-05-09,2025-07-03
28c74dbb-9116-4969-a6c1-7341a420582e,dcb261f1-8301-42df-82a7-691a9d4ba593,Yes,Newark General Hospital,Clinic,2020-09-28,2023-12-07
99da56d6-bd23-4234-a2a7-b9fc92421243,cdef8516-9a82-41a2-a000-1f2096b6a3ca,Yes,Trinitas Regional Medical Center,Medical Group,2023-07-27,2025-07-03
d690bbdb-4ec8-48a9-a1a5-4e58257cc78e,cc50c0a5-24ed-43dd-a5c6-665de49618de,Yes,Princeton Health Group,Clinic,2017-12-22,2024-03-27
a96f0e13-43d4-4765-b27a-ac2d54ba061a,54858e14-7648-4b89-b1cb-4c0bd7b0ae2b,Yes,Saint Mary's Medical Center,Clinic,2023-01-03,2024-09-10
1c88086e-fa36-475c-b421-b0da37cb9e73,de4faf38-41ac-4367-a30a-ce8582dfcf5d,Yes,Hackensack Medical Affiliates,Hospital,2016-10-03,2022-07-13
e3a264ba-75a7-41ac-892b-86dbae13dd46,9fcaf8c0-bae5-4f37-8bfc-d3f6150bc4bb,Yes,RWJBarnabas Health,Health System,2021-02-20,2025-07-03
be906a45-ff2b-4642-8c2d-41f75d08443d,1ab922ab-921e-431a-8579-25e148e48a94,Yes,Hackensack Medical Affiliates,Hospital,2024-04-29,2025-07-03
1b6dae50-d911-4e0d-b82b-5070a482b9fa,bd07dc73-5a8e-48c6-8a36-35defaec5d4f,Yes,Saint Mary's Medical Center,Health System,2017-10-26,2025-07-03
f085f204-07cc-4bc3-b00e-6bd0d3fa22ea,dcfc365d-eaab-4894-9a40-1758752f9131,Yes,Princeton Health Group,Hospital,2017-09-12,2023-08-27
35040ad1-755d-4216-b299-a7789836f261,07f21dc1-b905-41e3-9fe2-40f8c67d3f80,Yes,Atlantic Health System,Medical Group,2017-01-28,2019-02-15
71a711a9-d2a6-4399-b44c-e895832a4ed3,2d927ac2-a7e7-4b25-a9a5-96539c9fe686,Yes,Jersey Shore Hospital,Hospital,2018-01-22,2024-05-20
4a81a343-cbdd-41b1-9c3b-e4c9126ff6ef,0b90caaa-d3ee-4c2f-a4a0-20e85a6abb10,Yes,Hackensack Medical Affiliates,Medical Group,2022-07-08,2023-12-09
e40a9837-588f-40c0-a0db-41ae52f1bb08,99f728b9-4eab-43d8-bd65-b0c1c5498c27,Yes,Hackensack Medical Affiliates,Clinic,2022-07-04,2025-07-03
5f5624f4-8d95-4938-8e9a-0cf077fad46e,ca475b7a-c128-43c6-9f83-4177314a0f9d,Yes,Trinitas Regional Medical Center,Medical Group,2022-08-18,2025-07-03
1db6eff3-e0af-4a43-82e5-6c685ce0c4a6,53f2353b-cc97-4a63-8450-5e91bc8ddf0c,No,,,,
a5ea459d-4512-4d16-86c8-0baa61299c3c,f300f580-5163-42b7-9d8f-b1a473d1e1ca,No,,,,
af0b661b-7841-44c7-96bd-8b02fc78cb64,235387a0-6e5c-4684-a42a-e00dd6487cd8,Yes,Saint Mary's Medical Center,Hospital,2019-11-18,2025-07-03
e4615434-a7a0-4ae9-8f4d-246b43b20d95,ba8c3fa8-958f-43ea-ad58-906a06296398,Yes,Trinitas Regional Medical Center,Medical Group,2023-08-22,2025-07-03
73a81978-77e0-4e6a-8f94-24a13d430f7b,d96e7333-295b-435f-8603-7eb4598fb86f,Yes,Saint Mary's Medical Center,Health System,2018-04-03,2021-07-30
d681f303-4376-4f4a-9d58-257f3b2a7ef5,a2f676dc-78d4-45ba-a88d-4f01575381a5,Yes,RWJBarnabas Health,Medical Group,2016-03-24,2024-06-09
dd0f62ca-b4f1-486a-91d6-0997cc06d67f,2fcdcb68-0cae-4a0a-9785-e95ad554e4bf,Yes,Newark General Hospital,Hospital,2022-01-07,2024-12-19
2096ca77-d10a-4d49-a23e-b35188ed2449,471b000f-e8bf-4666-a894-a63a5f773045,Yes,RWJBarnabas Health,Clinic,2020-01-01,2024-04-30
a56b0f20-712a-4a71-a9a1-87cfee3a3ca8,8eb87f7a-ceaa-4b75-9b12-bb197548a45f,Yes,Hackensack Medical Affiliates,Health System,2015-10-01,2018-03-21
e32ba6fa-0f38-4d60-b67f-ab854e66e776,c5652cf4-2f91-495d-9bb5-bd49888b04fe,Yes,Saint Mary's Medical Center,Medical Group,2021-03-29,2025-07-03
7318c6c5-f413-41f1-8aa3-2bdde0cd8132,9e480071-51e8-4b69-b5cc-7106234a39a7,Yes,Atlantic Health System,Health System,2016-11-25,2020-02-09
1f0724a1-8aa7-412a-be20-6774173e742a,09b95f74-a7b3-49b0-972f-329c5536b3ed,Yes,Newark General Hospital,Hospital,2016-04-11,2024-12-03
481ec6a6-acf6-4dac-a2a4-64457518e45a,5c1da833-2f03-4508-9bd9-108e4e697579,Yes,Princeton Health Group,Hospital,2017-04-22,2025-07-03
ac98bdbb-91df-43da-84d3-a2fd9be77340,bdd40c93-441b-4b9a-a2fc-644931baed6d,Yes,Atlantic Health System,Health System,2019-07-11,2020-10-12
e827f226-06b0-4a5c-bdd7-f810bdf79f77,16b340a1-7d73-45ce-a556-1ae03f3da707,No,,,,
8833aa41-acd9-4c6f-8afe-ffa528317f76,895ad5a1-4b81-4d90-ae1e-0d70deb54041,Yes,RWJBarnabas Health,Clinic,2020-11-04,2025-07-03
a232a4b8-1d1f-4846-934f-4c1774beec8b,8e9578c0-3fff-4dfb-8d35-f0dcc2c97995,No,,,,
75b5f1ea-9449-4bbd-a6a0-5bb986313156,99475327-db30-41d5-afb3-b494b98731cf,Yes,Atlantic Health System,Medical Group,2020-04-25,2025-07-03
d898af54-8bbb-46e3-b0de-70f661d48ffa,473b3264-49bf-4a55-a09e-63f5df9eb7a6,Yes,Newark General Hospital,Hospital,2016-06-09,2024-03-08
737f2922-1de3-41ac-b774-3c6ced253afe,8fd4eba9-52d1-4754-9bfd-cc0a3595371b,Yes,Trinitas Regional Medical Center,Clinic,2021-01-27,2025-07-03
3dc701ec-6264-41b3-9a85-aa824ab67720,83ab63bc-eb6d-4599-b641-526990bdb2b1,Yes,Jersey Shore Hospital,Hospital,2017-07-27,2024-05-21
650c7764-b2b1-4a20-b8be-21293d6e999e,f2e7e96c-4aef-46b9-897c-7b8792950e18,Yes,Newark General Hospital,Medical Group,2017-09-20,2018-10-12
d09c89bf-926b-4038-9d43-d5b60410cd61,4697ae00-5068-40c1-9d75-8b341b9066bd,Yes,Princeton Health Group,Medical Group,2016-09-29,2020-10-15
fb362e0c-8320-4d6f-8c2f-c79ae3afeaa6,2eb2d9c0-2955-495c-90c7-6183560ea068,Yes,Jersey Shore Hospital,Medical Group,2022-11-13,2025-07-03
1e1092aa-efcd-4e05-a39c-b4ca30836030,ad2ba381-0a03-4187-b6b0-eacce7d58d6b,Yes,Newark General Hospital,Clinic,2023-05-31,2025-07-03
04388bc8-6e88-4aa9-bde2-99cd71e3c720,a4747078-9278-47a8-98be-201a7193e0fb,Yes,RWJBarnabas Health,Health System,2021-05-11,2025-07-03
b839d8f9-07a5-43fa-afc2-36fbb42ba898,c2cfd0e7-1f5f-4aad-a745-4728735e29ad,Yes,Atlantic Health System,Clinic,2022-12-08,2025-07-03
4f6aeeee-ac92-4241-9421-90ae2474fed6,938a09bc-f2f2-4294-b5a5-0a68c464f265,Yes,Atlantic Health System,Medical Group,2017-08-25,2023-10-18
e81aaf08-cbfc-4d0f-955d-501cd297110f,d72e3380-9d4b-452d-afaf-558515aed5e6,Yes,Newark General Hospital,Health System,2018-08-31,2022-03-18
bca85a65-8238-42c1-8358-a6fc1bacf531,11b74207-bc99-455e-87f5-d4272f2dc990,Yes,Atlantic Health System,Health System,2021-06-27,2024-03-20
8e1fc017-32ea-483a-b460-0edeb9e975b1,a433ede5-5383-4bb6-ba10-c57133ed5637,Yes,Jersey Shore Hospital,Clinic,2017-02-10,2024-03-24
c4d35e53-3bce-4fd0-a3f9-1886eec83d60,5d1c0d1f-535c-4923-8a90-cff30f92b8ff,Yes,Jersey Shore Hospital,Health System,2023-07-13,2025-07-03
958e82a6-1b3c-4a96-8718-7afe75eeb17a,39d5cfd1-ceeb-4d9c-a760-e2fa694a9e51,Yes,Newark General Hospital,Health System,2018-10-27,2025-07-03
a741d52c-70db-46ee-9cc4-2900fae98673,b915aa7e-009f-4b39-b757-8901673498a4,No,,,,
33a15def-8753-4365-95fb-53418bf10481,9180b9a0-d383-48c2-b847-f5cf64fecd04,Yes,Newark General Hospital,Medical Group,2018-11-21,2021-05-06
5ca65d5f-3b06-491a-a2c0-ffadc839da37,d3786f3e-572e-438d-be54-b6eeb0c4b95b,Yes,Jersey Shore Hospital,Medical Group,2019-12-17,2024-05-26
a934ff1c-4b11-4e5b-bbf1-84f7b9722f39,1b142f3f-5cc3-4b2f-8a41-007a15fd75c3,Yes,Newark General Hospital,Clinic,2020-11-28,2025-07-03
c1f119ba-9951-46f8-b6c3-2838f3884780,40b75439-17ae-423c-8382-f4eb936cf2b6,Yes,Hackensack Medical Affiliates,Medical Group,2015-11-13,2024-05-08
14e7ca3b-3cf5-41fc-b1e9-c4ac2a079229,94427bd8-390e-4e70-9b6b-c7ce4757b121,Yes,Atlantic Health System,Health System,2018-09-27,2022-04-16
06657144-47c3-4bed-9279-e3de4af6cd8b,9c666561-e53d-4c3a-8f16-d4e2c031bbf2,Yes,Trinitas Regional Medical Center,Hospital,2023-06-25,2025-07-03
92ed9b34-1d8c-4206-b858-b23f2f32c45a,c9f42b21-11cf-40b3-b06f-095bc0e3f182,Yes,Saint Mary's Medical Center,Hospital,2016-05-25,2018-11-02
055d2b7e-c30a-4132-b33e-6a284a863705,800a19e6-ab79-45df-afa1-c45e11bb2921,Yes,Hackensack Medical Affiliates,Hospital,2021-10-09,2025-07-03
03289e8c-ef09-4857-9f67-3f7383c58ecd,87a5e743-322a-45e8-982d-ef7aa134a256,No,,,,
aaf6ca2a-5ffb-45cc-9dd5-4a3b4a75220e,f3d608d6-141a-445c-9ca0-2a9afb3c166a,Yes,Newark General Hospital,Hospital,2017-12-09,2024-10-30
61cf1505-962e-4dba-ba93-fa3ceb69e661,529bc61e-dda5-494a-a0c9-9ac49543615b,Yes,Princeton Health Group,Clinic,2022-09-11,2025-07-03
9fd77873-839b-4380-98ba-f92d4a4c021c,635339af-37c6-4148-a7c2-9ae26ab905a8,Yes,RWJBarnabas Health,Clinic,2017-12-02,2020-02-07
9472a487-54ba-4bf2-8fe2-6f43526eab0a,2486ad10-84e5-419a-9e01-03816f20ba53,Yes,Hackensack Medical Affiliates,Medical Group,2020-09-05,2025-03-13
a17c7b69-a71e-40e8-8524-5cef950f182f,a3945619-6796-40fd-836a-e74a5e240376,Yes,Hackensack Medical Affiliates,Hospital,2017-02-14,2024-03-26
9291748f-1dd9-4b0c-b6e9-810eada7c2b8,3b1df17d-5c95-439b-ae9f-c5cc23371330,Yes,Newark General Hospital,Health System,2018-06-02,2025-07-03
49005a29-e5ce-4d42-8cc0-37e7ab304145,3422d900-f1dd-468d-85bd-26738aeb816f,Yes,Saint Mary's Medical Center,Medical Group,2021-12-27,2025-07-03
b3cba4be-54e2-453c-9902-851b8e251a0d,c031670c-3518-41dd-a238-b04b92bfe17a,Yes,Trinitas Regional Medical Center,Clinic,2022-10-02,2025-07-03
c09eec18-d890-436b-bc46-cff606066135,8c26c224-74f0-4eae-8018-36dad025e7df,Yes,Atlantic Health System,Clinic,2018-12-27,2023-09-03
a88fe239-8fc4-40ac-ae72-905181284a7e,ae0d46e1-ad18-4c61-84e4-98aa22d5eb32,Yes,Hackensack Medical Affiliates,Medical Group,2019-03-16,2022-05-21
7e2a6123-17b9-4929-8986-7a54e11fe0f1,f9c783f2-ebd8-4132-9669-605be8be327c,Yes,Jersey Shore Hospital,Health System,2018-06-28,2023-01-01
9ffe7ff0-a102-4224-aef1-28d89f300217,f783e632-08af-4a16-bf52-7f2ebbff7e70,Yes,Jersey Shore Hospital,Health System,2023-08-23,2025-07-03
a0c25cec-693d-496a-a458-c6e6f110e091,8010fd01-d3f0-4d11-9ed5-8724cc8cff6d,Yes,Hackensack Medical Affiliates,Health System,2024-04-02,2025-07-03
f5fb3d38-d40c-40e7-818e-7ed9bc148b22,862bc2b3-7abc-412f-afb8-fd150f5d5152,Yes,Newark General Hospital,Medical Group,2016-08-28,2022-01-21
fe549876-b278-4bfd-abda-db82a38acce0,f5c35ba5-981f-405a-b14f-e23af6b6f0e7,Yes,Trinitas Regional Medical Center,Medical Group,2015-12-26,2020-12-24
