SpecialityID,ProviderID,ProviderSpecialityCode,ProviderSpecialityType,ProviderSpecialityName,ProviderSpecialityStartDate,ProviderSpecialityEndDate
645f3348-7d14-4642-9090-a32bf930bd09,9eac79b2-ed4e-4989-b89f-cf6c50eca274,207Q00000X,Primary,Family Medicine,2021-02-07,
a417ae92-47dd-4916-99d8-1352cf61b64b,668b7f90-fe22-4723-b4e4-d22f497bd6c6,207Q00000X,Primary,Family Medicine,2018-02-27,
ff7b543a-2905-4788-bb7c-ea8d405ba991,37efb29d-8afd-4f8d-809c-faa0587811f8,208Z00000X,Secondary,Geriatric Medicine,2021-10-12,
f8b2ae16-d194-4841-9250-64b50cd81a19,560fe019-babb-482d-b5aa-4df944747118,207Q00000X,Primary,Family Medicine,2022-01-04,
34ea2953-f460-46cd-ac32-8557e79d2abb,0f2347b5-321d-4a53-b2a1-89e051e58389,208C00000X,Secondary,Cardiology,2024-07-03,2025-01-05
2db787c9-775d-4beb-bcd0-208b3e14b00b,83308fd7-908c-4043-8360-65b07ac536cd,207V00000X,Primary,Obstetrics & Gynecology,2017-11-01,
07ba1888-c105-4cd6-b237-3f9f343fafe0,b41dcb51-3299-42c6-aa17-537a8e8da890,207R00000X,Primary,Internal Medicine,2024-02-14,2025-02-16
c939c67e-1e1f-421a-af5c-953d12e5c8d9,734995a9-e719-40a4-9ac5-5d946481aed6,207V00000X,Primary,Obstetrics & Gynecology,2017-05-10,
697dd92c-14bc-4408-b284-b1bf68cbe8b1,8c0216bd-c25d-4fa9-895c-9e6957e8a7ff,208C00000X,Secondary,Cardiology,2024-07-26,
dad59a48-276f-4ce3-8d82-c0722595fbf4,8d156701-4c0a-4ca9-97a7-fce9cf6f273c,207V00000X,Primary,Obstetrics & Gynecology,2020-11-11,
5970dbe6-85af-4bb4-b633-dcf318a95c24,38c5cbf8-d486-4d72-97a4-e25445595571,208C00000X,Secondary,Cardiology,2019-09-05,
37353b5d-a516-46c3-8f8c-fc64e29e1d02,d0afe8ab-1314-4d0a-ae03-ace969b34dfc,207N00000X,Primary,Pediatrics,2015-12-11,
e40c95c6-cfb3-4bad-aaaf-57ff29bf3008,17dd09f6-8d2c-445c-906d-702937eabd45,207Q00000X,Primary,Family Medicine,2015-07-25,
efbe8bcc-ff22-41da-8240-564b3539c6e6,3bb38958-358f-4937-9a07-370db1f99f41,208Z00000X,Secondary,Geriatric Medicine,2022-08-27,2025-03-26
1d43826a-9b03-46bf-a1eb-b6e75997b2c1,25cb98fd-c7f1-4174-b5c2-efd6522bf7ac,208VP0000X,Secondary,Psychiatry,2024-11-15,
a3c146c7-b945-4cb1-9fd1-b2597659a34e,aaf35c0e-e687-45e1-bbac-77bed69b9dc3,208C00000X,Secondary,Cardiology,2024-02-27,2024-11-01
93e42990-9ae9-4858-bc7a-f0066c8f6d65,2afb3ff1-310e-4bb0-a226-874abf819508,208VP0000X,Secondary,Psychiatry,2019-11-23,
6807a6f3-7d04-44ac-a7d1-4c5bd9b6746d,c9859458-c7dd-4d11-a6f8-1ce025fb868c,208C00000X,Secondary,Cardiology,2017-01-21,
77dab465-0eb8-40c0-a807-16012b2d6290,089bcb4b-f010-4e54-bcdf-8f8a403dc26b,207N00000X,Primary,Pediatrics,2023-07-29,2025-04-10
66d722fe-2508-46e2-82a7-2b7436208dd3,d50d29a0-f568-4470-891e-87bd81630c89,207Q00000X,Primary,Family Medicine,2016-09-09,
4fbc0e73-f1dc-410d-a03c-2e273f9c2429,d0f15c15-d0f9-4bf9-acd7-de581499e9ba,207N00000X,Primary,Pediatrics,2021-09-07,
f531df0d-61f1-452d-b228-0b23c19b61fc,50911ee7-4051-4a3f-bc72-28953d7fccec,208D00000X,Secondary,General Practice,2024-01-08,
f4cc0d56-e0e5-4e25-916f-e897befa1290,91bc186b-8b13-4d8f-b84e-492c3d4ddfa4,208VP0000X,Secondary,Psychiatry,2021-05-01,
dcf91282-f220-4a0b-8ec7-c0b3d1cdda30,305d7cab-f2aa-4922-9380-8f2aa3d85d03,208D00000X,Secondary,General Practice,2024-12-19,
9680926c-1d64-40a9-9fa9-dcc42bf18679,b9b8ef2c-4b49-4767-ba0e-80a5e32b8694,208D00000X,Secondary,General Practice,2023-09-26,2024-11-12
e17a2ac4-9489-4d21-8bd8-4779b374c3fe,26087e14-7551-4b53-8ba0-48a85347ef7c,208D00000X,Secondary,General Practice,2019-12-09,2023-06-24
a23cfa26-1425-4d31-af7d-2ed6e4115e13,79e2e0b1-68fd-41ac-a616-4aa46b25120f,208C00000X,Secondary,Cardiology,2018-01-28,
38d66b94-76a3-4e92-91c7-2cf628fa3119,84a7dc2e-7dd3-4129-877f-dd35a8bbfa19,207Q00000X,Primary,Family Medicine,2025-06-02,
4bc2bcf4-33b9-4161-9052-ceea107e644b,4bb0412f-0ef0-4ba6-9ae4-44a4f0332d05,208Z00000X,Secondary,Geriatric Medicine,2022-02-01,
6fdfcdb1-66ae-470c-a211-166279434c3b,cc074631-10cb-4f1d-b5ba-6c6103fbd883,207Q00000X,Primary,Family Medicine,2021-10-11,2024-07-10
948a943a-3d13-4379-ac0f-a5e453dd0316,6aa6de4a-85e4-4f78-8e89-113287f61e44,208Z00000X,Secondary,Geriatric Medicine,2018-12-04,
f34971ee-2150-42a2-9f9f-4fa5e6033ee7,ddbf9ddd-1f08-4d67-a0f1-09802bd00394,207V00000X,Primary,Obstetrics & Gynecology,2022-06-27,
9d08c984-7fbd-4dc1-90a8-7a2db0219a7c,f5ddf0a8-c604-48d5-9c61-745a9336bd5b,207V00000X,Primary,Obstetrics & Gynecology,2016-04-05,
1a734724-f504-42a3-bbf9-48104dc93225,e296df33-0c71-462a-8037-eecce170747e,208C00000X,Secondary,Cardiology,2019-07-02,
bb92b904-68fb-4575-b97c-7b3cea159142,443582d3-54d7-400f-abb7-a9085b1f0d2c,208Z00000X,Secondary,Geriatric Medicine,2020-10-11,2022-07-09
443df418-8f88-49c8-902e-8c9ba9058800,e67c23da-d191-4b0a-a89e-76e3499e554c,207N00000X,Primary,Pediatrics,2017-01-13,2018-02-21
991e8792-136b-43a3-9418-c45a9c0ed963,86dc6b9c-4354-4cfc-b757-b0745b47aa4b,207Q00000X,Primary,Family Medicine,2015-10-04,
8b8887ee-ca75-47e8-9920-2b669731d079,c14ce723-3795-4954-972a-6f89a85b3142,208C00000X,Secondary,Cardiology,2019-01-20,
37d08c39-e4ad-4dd2-9661-6e92f12e62f3,193e76de-5cfd-46e4-8bfd-7b1c44c433ae,208C00000X,Secondary,Cardiology,2022-03-25,2023-02-01
004abb10-1f93-4248-87f7-decc56a53c1c,7cfd13ae-864f-4cc0-9733-dd6020fdc775,208C00000X,Secondary,Cardiology,2022-11-20,2025-06-13
3d8cb142-f28b-4cfc-83ab-b8c9fde2d789,0a9e0b3f-ff00-4568-9339-a0e6fe9385f0,208VP0000X,Secondary,Psychiatry,2015-07-23,2021-02-23
298d1b35-66ed-4ed5-b546-9c1763c8f8df,2a13d94d-ff8e-4aa6-b7a4-266d44750d19,207N00000X,Primary,Pediatrics,2023-03-06,
b6e348f4-233c-46bb-8baf-27abe296c64d,005c5011-d9e7-47ec-9fa7-8ee9cd176ec4,208VP0000X,Secondary,Psychiatry,2022-10-08,2022-11-24
6950492e-ed9d-4521-943a-fba6d3c8c067,a5991595-8278-436c-b8b8-d5d87fdc9a7a,207R00000X,Primary,Internal Medicine,2022-11-22,
f3734aae-8331-4310-850f-a4c51e9e350e,a0885b6c-430a-40b7-807f-1f26e27bdafa,207V00000X,Primary,Obstetrics & Gynecology,2017-10-31,2022-05-13
9e8bea11-86f6-4449-974f-1bbef586bf42,e87ae61f-0d76-4508-9eda-1b4550f8652e,207N00000X,Primary,Pediatrics,2018-03-11,
406a8bbe-5f77-45ac-8d74-6ea428ecaf4e,b8e21f9a-d554-42fc-ba15-5aa2464faed4,208C00000X,Secondary,Cardiology,2024-02-19,
334ba191-691b-41e2-b527-5e60e7578947,f70a94a9-2e21-4dc9-9d93-d8de6afb71fc,207N00000X,Primary,Pediatrics,2023-10-24,
72a80294-7f72-443b-9816-4af1fdc0e4ed,d34b3da7-e5bd-4c66-a806-2bdc593a7363,208D00000X,Secondary,General Practice,2021-04-02,
6819675f-a401-4735-a0fa-709dca49763d,8fb25d5b-6a15-4b24-ba3d-da4836a67342,208C00000X,Secondary,Cardiology,2024-07-27,
ce3d7180-8e6f-4a6e-9149-83a2fd3a0d60,af145661-b752-486e-955a-3a532ca74e73,207N00000X,Primary,Pediatrics,2022-09-03,
161259b1-c668-4ddd-a0c8-bc8c63c23ae8,7fc63257-ac64-4021-8660-1db4acc6a3bc,207V00000X,Primary,Obstetrics & Gynecology,2020-04-15,2024-07-30
117f752a-b1cf-45a3-b930-938343976db7,9153bd72-3d01-44d1-9c59-b349abbced05,208D00000X,Secondary,General Practice,2015-12-27,
af19d473-8216-4501-876d-5f3cda3f2aa1,ee1f2041-13fd-4485-967c-32080e51d32e,208Z00000X,Secondary,Geriatric Medicine,2024-06-22,
82f150d8-9162-491f-9c6e-ba725e75eee0,acb070e8-a747-4e06-aca0-e98c25ef2b49,208Z00000X,Secondary,Geriatric Medicine,2023-01-18,2025-01-16
41297131-0bd4-44b5-8b79-eda46731a319,b31b0e1c-04dc-4331-a93a-bdf9b64458ff,208D00000X,Secondary,General Practice,2024-07-16,
987ca406-a92e-4f08-8353-2c35d5d66c79,a03586f9-d3b9-4f76-b2e3-3ba3cb68f6c7,207Q00000X,Primary,Family Medicine,2020-01-29,
90b92bb0-43f4-48c5-8b3d-8be46cab3022,46f109a7-dcea-4ee5-9484-8c08fe86a181,207V00000X,Primary,Obstetrics & Gynecology,2018-10-18,2024-01-27
89084651-a89c-467b-a484-64d7f2a8a908,8d43f74f-5543-4428-a26f-c47a4c9f99f7,208C00000X,Secondary,Cardiology,2016-02-20,
ad34a45c-0407-422f-b8c9-e5b2239bb6c4,7821165e-5b28-4d17-b1e7-b29b63a8b656,208VP0000X,Secondary,Psychiatry,2023-08-25,2024-09-21
4feaaddd-4904-45a9-a6e4-67744f547295,8a61b65a-4d67-4555-a902-5a3f6977cbc7,208D00000X,Secondary,General Practice,2023-06-06,
8bfa892e-7082-49d3-ad3b-5f1c749d74ff,65764fd5-9885-4af1-9b2d-dfda441b251a,207V00000X,Primary,Obstetrics & Gynecology,2023-06-27,
ac9e19fd-270f-49b5-877d-0d226725b2e8,c1f09c84-06cb-4e64-8ed9-30e74bca196c,208D00000X,Secondary,General Practice,2021-07-09,
4f097a0e-cd83-4236-aafa-4439b659fced,8ae1b980-d2d6-450b-a446-029166782e65,207Q00000X,Primary,Family Medicine,2016-10-05,
4b902a64-0d28-49d0-8985-8f4628af1924,63b271f2-e400-4c42-ba34-b1f7e25d5af5,208VP0000X,Secondary,Psychiatry,2020-01-05,
ca3787a4-a304-40ad-a2d0-16d08ab80e85,70acc55d-b0f7-4b77-be78-3a1222882968,207N00000X,Primary,Pediatrics,2021-09-12,2022-11-02
77ba29f0-0e37-48de-a006-7789ca848b29,84b7ea22-4536-4f66-b9cc-96ca3cc671aa,208C00000X,Secondary,Cardiology,2015-11-21,
64aae236-5c2d-4597-ad0a-4a2ce56ae948,b0432732-550e-4204-aeb1-cb9b3ccc6360,207Q00000X,Primary,Family Medicine,2024-11-08,
4131a909-dad3-4e45-bd25-70c3e53c1842,2657a2ce-cc58-4368-b303-579eb0ddb948,207N00000X,Primary,Pediatrics,2018-06-21,
8302813b-41cd-4765-85fc-28e0d450b344,15bef528-70ab-4e66-a213-f5d7b6dffe64,208VP0000X,Secondary,Psychiatry,2023-03-03,
7b0d57d4-17b6-4929-aecc-8561a818f17c,42c89a86-7447-4897-be48-7799e4ed0188,207R00000X,Primary,Internal Medicine,2018-10-09,2024-10-26
55c4d6df-9cdd-47b0-a5ad-408cf3e0d317,aa4b5e5e-7243-4f66-a7a2-db1e10796847,207Q00000X,Primary,Family Medicine,2015-09-05,2019-08-21
41a1fefd-9a34-4b12-85dc-4adc4227267d,20d24e2b-c3d2-4d22-9fe6-f9dd79643b61,208VP0000X,Secondary,Psychiatry,2017-08-27,
783d4868-d840-4a42-9475-0f90e466aa61,5182b363-6ef2-476e-88a1-bdc2c9fdf29d,207R00000X,Primary,Internal Medicine,2025-06-25,
e928a9c5-a349-4242-a9f3-0ce3442dd4cd,29f83704-6f1b-4909-a1d6-a91a8f161b4c,208VP0000X,Secondary,Psychiatry,2023-07-03,
2eb4f748-4395-4aa6-add0-3df7dbe43dd3,f3808c07-d139-4936-8973-ab1265c5d43f,207N00000X,Primary,Pediatrics,2023-07-21,
a0494153-c1e1-46a4-a1b8-ecb067b5f75e,6bf7d57b-cfe7-4272-8081-ebc1c3719dfe,207N00000X,Primary,Pediatrics,2023-03-01,
ab35f15b-0148-405d-9cdf-590c63069de3,0194882c-d527-4d81-9b99-eb7f4ea47c7f,208Z00000X,Secondary,Geriatric Medicine,2017-04-21,
7b8913f0-be03-48cf-9c47-05999f1ddbfc,f55a175e-b9b4-44c8-aae8-03f12a7f5d37,208D00000X,Secondary,General Practice,2024-06-05,
049059ad-a0a9-4584-8f88-09599cf76048,22e09dfd-eef4-4dd8-860f-6f80f790b18b,207V00000X,Primary,Obstetrics & Gynecology,2015-12-31,
de35895c-35b2-4a47-8954-2647c1ec4503,3dd5ce64-d854-4bd6-b5bc-21448221a824,208VP0000X,Secondary,Psychiatry,2022-08-28,2024-01-22
6cf29dd4-256f-482e-ac6e-dbd434fb05ea,079a95d8-f5e9-406c-b5aa-c386eab6c839,207Q00000X,Primary,Family Medicine,2020-05-29,
913fb835-90d7-4a90-bb64-bf28b626f41c,ac12a0cd-18cf-47ba-9d9f-7546fb8cae2e,207N00000X,Primary,Pediatrics,2015-07-30,2024-11-10
3e314614-5d42-44c4-bc47-65ab53d39662,fd093f5c-f8e5-4ba2-85ba-4fdd0139baa0,208Z00000X,Secondary,Geriatric Medicine,2024-01-10,
bb8a9826-a538-4fe9-b4cc-129ebe637bd4,21062870-d3e2-4d6e-ae6e-cbc30faa5e3f,207Q00000X,Primary,Family Medicine,2018-06-21,
0ff2927d-ceee-4a6c-814f-d3e023901343,e68401a0-907e-492f-852c-d30d459b852f,207N00000X,Primary,Pediatrics,2025-05-14,
0ff2a248-b287-47fe-b9d0-4a1af46db8e7,bc167eaa-48ec-4d1b-a02b-07040024c34f,208D00000X,Secondary,General Practice,2018-05-15,
09e86706-14b4-4e7a-866a-106d5ba2f237,91d81231-850c-4388-a358-d1d07e0d597b,207N00000X,Primary,Pediatrics,2024-05-21,
7808caa8-57a3-48f4-b78c-cc561c1cf9e3,d7086db0-b939-4ce6-a264-6e47f0d20e24,208C00000X,Secondary,Cardiology,2023-10-03,
2000226f-167b-456d-9794-cbee042bedf8,bf35b8b4-356b-4650-b19a-9e1a3d36a7c0,208D00000X,Secondary,General Practice,2017-11-25,2020-06-03
0612452f-5a43-4e05-9c32-f8b90f847ee8,2ca77078-2c53-4e91-80ad-aec7a59dfa4f,207R00000X,Primary,Internal Medicine,2023-10-04,
8d1c5c8d-3742-4fa8-8520-8b418e359bdf,f56a8dd1-8637-449f-a38a-cda4cdf43aaf,207V00000X,Primary,Obstetrics & Gynecology,2017-01-08,
0edaff8c-e30c-4a2d-a2ca-3259f5d96fac,0293f5c5-2384-46be-9ce9-958a9aa43410,207R00000X,Primary,Internal Medicine,2017-02-18,2024-07-16
e6c316ce-6a38-40d9-bf81-889cc3944ff9,75a36af3-26e1-45c3-ba47-07af23bac5d3,208C00000X,Secondary,Cardiology,2016-08-12,
fc0e608d-7afe-481c-a1cc-34ecf392f266,18d81e58-8b81-47e8-8992-01282aa6a6db,208D00000X,Secondary,General Practice,2024-11-11,
3d44d7aa-6a2a-4c84-9034-13f3fffa7d23,3e4738ac-ac5d-4c33-8965-dcb9073436bb,208D00000X,Secondary,General Practice,2018-05-26,
3302ddf5-7e1a-4bc3-83e2-45f8bf94f9ed,630f06f3-49d4-4bb8-8bc7-d2c18f75d306,207N00000X,Primary,Pediatrics,2022-07-11,
09c804f1-3544-475b-9dd7-5907ddb540bb,45e07d3f-107c-4c44-9ffe-890f892107b3,207N00000X,Primary,Pediatrics,2025-01-22,
896fc793-8a8a-4904-96a1-a3dbc2d3f0c0,9560f58b-5178-446d-8b6e-69df20632ede,208Z00000X,Secondary,Geriatric Medicine,2025-06-08,2025-06-26
e7aa0c1f-bd33-48b8-b1b1-047c3fe13733,364e4d5d-2243-4a58-84b2-e866811d656a,208D00000X,Secondary,General Practice,2023-12-10,
d9eec87a-a2a5-48ba-a99a-3d7ac889f4ed,84c252c4-2650-464e-be82-f66852ea93eb,207R00000X,Primary,Internal Medicine,2022-09-10,
b388b0fd-71d2-4925-bcc3-d4e617185608,d1212416-ebd5-472d-95ff-f8920d0e91bc,208VP0000X,Secondary,Psychiatry,2017-06-20,
ea2f32bd-f662-4e51-8357-2152b65dc0da,07c33eab-3c10-4f61-9ec3-0ff7d5409f80,207R00000X,Primary,Internal Medicine,2023-04-11,
d6718923-1c61-4f58-b713-79068a179b6e,52feb4da-c569-4f2b-bdbf-1dd60943a746,207R00000X,Primary,Internal Medicine,2018-01-05,
9c1213ef-fac5-4d4f-b437-3a1700e45dd1,20784098-36b4-4001-b766-bef76c897236,207R00000X,Primary,Internal Medicine,2018-01-17,
5145cfda-f7e9-4554-83fa-213d0b3ca1fd,db32dda9-ed28-4812-95f7-d2231e8f7f0c,208VP0000X,Secondary,Psychiatry,2017-06-11,
4a031ba8-fdf9-43a8-90b8-6cefc557a55e,9090b914-736d-420a-8de4-56a6ad4d4f58,208Z00000X,Secondary,Geriatric Medicine,2017-07-16,
3c89db21-74ca-4489-a36d-23072a00af97,22a473dd-e191-4677-8843-11e2f0c800ca,207N00000X,Primary,Pediatrics,2022-05-15,
981a8b93-5552-44a1-a70f-55c9c27cfbee,a43b64ee-72b8-41bd-8288-10af6dcd0701,207N00000X,Primary,Pediatrics,2024-10-26,
44c2d493-48f6-4245-8b59-5b607d341407,a68c294d-e8b4-402b-b595-6aa798f1801e,208C00000X,Secondary,Cardiology,2020-12-28,
66819391-ef3c-4005-af16-f2780a47b6b4,0438a2e8-af8f-4427-9092-d508c8e2e726,208C00000X,Secondary,Cardiology,2015-09-12,
3e260003-a6ae-44b6-8e52-c1a9bd1bd0ca,06cdb34d-0f1e-4f09-8d45-cd3769dc382c,207N00000X,Primary,Pediatrics,2016-01-09,
1689a6a8-af80-468f-ae17-8160ad9e6205,5b8e977e-4a89-4420-843e-42adb0429f28,208D00000X,Secondary,General Practice,2020-07-31,
d0d94cd0-ccd7-4330-90fd-1b35e98f7fec,b0811573-485d-4922-9780-06f9d9cc2c79,208C00000X,Secondary,Cardiology,2016-03-11,
9f669bf1-6ecf-408d-a1c5-659f85ba692e,ba306733-e90a-4a1b-a303-9ff4747ab7d3,207Q00000X,Primary,Family Medicine,2023-11-05,
afb08e8e-b8ce-4697-a89d-668aa294894d,2c77e67d-afc0-4d2c-a05b-e8d95d4dbf85,207V00000X,Primary,Obstetrics & Gynecology,2016-11-17,
d9007d17-839e-47ac-994c-00bb4f181f86,d98e66d4-c508-47a2-8433-e47c55f11f57,208C00000X,Secondary,Cardiology,2016-09-17,
67617be0-cf16-4545-a0d0-14532ed384ee,6e8b3666-ed4e-4bae-a292-786829ac3c58,208D00000X,Secondary,General Practice,2020-06-20,
d25af1e9-ea0f-41e7-9763-0dc177517075,71081b91-3bd5-4907-826d-0d1f97f7efc1,207N00000X,Primary,Pediatrics,2023-09-25,
e00b4363-4ff7-477c-b1e2-27c51a852897,144a651d-957a-4679-b6ae-2bf98fc9b756,207V00000X,Primary,Obstetrics & Gynecology,2019-07-24,
77f41963-19a5-4705-9fbc-8448f3afbca2,309329c6-6447-43ae-9095-8a9b1fd4e643,208C00000X,Secondary,Cardiology,2017-07-27,
10677c7e-d706-4aa7-a820-d1db19adfdab,662fea35-2b58-4037-86f3-d131f6b4be1b,207N00000X,Primary,Pediatrics,2021-12-20,2023-04-27
383f5607-288d-462f-a59a-0db66d236a17,b07d02fc-c59c-4977-bd9e-c7601e14862b,207V00000X,Primary,Obstetrics & Gynecology,2015-09-23,
94af59f7-3894-4990-932d-db7b702b009e,e8141b6d-dc3b-41a0-b1e5-c8e4b708cbd5,208VP0000X,Secondary,Psychiatry,2020-11-05,
c68fea05-f261-4ec1-ae5f-728e5069b293,b89c032a-6a62-4806-b104-274851f377fe,208C00000X,Secondary,Cardiology,2023-08-19,
04122851-5048-4d5b-8b2a-5050fd3d43e0,f7d3dd38-d27b-4ddb-aacc-ad8ee2c37702,207Q00000X,Primary,Family Medicine,2017-08-06,
d1417f89-db22-4cdd-88e4-3feb45de0312,18790794-b31c-4981-ae34-d1d301c6932b,208C00000X,Secondary,Cardiology,2018-03-11,
a04a9612-f2a9-40f4-a2cc-9657bace7478,6eb310ac-e451-4030-bf94-d08bc5fac3bf,207V00000X,Primary,Obstetrics & Gynecology,2019-09-15,
7023d70b-05da-4fb2-9f24-e05ec6b9db42,03fac62e-efe8-4061-b68d-721d52e400aa,207V00000X,Primary,Obstetrics & Gynecology,2017-11-28,
bd6ac11d-7101-4b29-8be0-53dffae14f82,8971053f-a494-4c72-a67f-6a74295b25ce,207R00000X,Primary,Internal Medicine,2024-05-13,
a2dea7f3-4934-474b-8c21-ef4b7dd03c73,8eff8223-60c2-45b6-9c91-a952a021b68a,208C00000X,Secondary,Cardiology,2024-06-07,
67ae9f81-4c48-4462-a562-d4600880b55f,9d88537a-cc55-49c5-81b9-4b3c5801b5f8,207R00000X,Primary,Internal Medicine,2018-09-20,
9317c39a-c505-4bf7-b6ed-01e065fe4347,e31704cf-7490-445d-a3b7-2ab84c696974,208D00000X,Secondary,General Practice,2016-01-26,
c333adb8-03d4-4753-9936-929c433d47f7,ffdd9f27-e1d9-4350-8181-9ea61ddaa69f,207Q00000X,Primary,Family Medicine,2021-07-16,
376eb361-7656-42f6-abd3-048e294b90fd,dbc9b150-21ad-40c9-a67a-14b3d87191df,207Q00000X,Primary,Family Medicine,2020-08-22,
ef13834a-77d4-4705-ac0e-b5b5e6822c87,1a388edb-18af-49c6-bbc1-bce882e4e7be,207Q00000X,Primary,Family Medicine,2017-05-20,
2c78606f-a71c-4004-9bb4-62e149e0fe2e,30a0c32c-5eee-459b-8e6e-b172a1701585,208VP0000X,Secondary,Psychiatry,2019-10-24,2020-03-19
06780188-749e-44f4-83fb-5a14f819ada1,c2e7a544-04e1-4724-aacd-0c42aedc403f,207V00000X,Primary,Obstetrics & Gynecology,2021-05-05,2022-02-24
34ea4d64-6b55-4d00-bcd9-d475e4fa3a69,0d3564e3-bcba-4a2c-9644-1d6a39ebfc0d,208Z00000X,Secondary,Geriatric Medicine,2015-10-03,
2cb5ad8f-ae41-43c4-ab5c-2bb4cd667981,da11fa62-b1fc-4052-9915-6fd228aeb7ac,207V00000X,Primary,Obstetrics & Gynecology,2018-05-11,
4995a1d0-5715-470b-bfd1-1a04387fd627,6f41feb9-a48f-4999-940c-2354333f4d36,208VP0000X,Secondary,Psychiatry,2015-11-24,
fa393a1e-44e6-4d75-b9c5-f62bd6cddaa0,1ce6a81b-3b8b-4d58-a38f-9a30afea6310,207V00000X,Primary,Obstetrics & Gynecology,2023-01-10,
a5c2f627-ec5e-418d-9f9a-1077c339ae4c,ac4b76ea-4b2c-4473-8f98-1f030ae52b08,208VP0000X,Secondary,Psychiatry,2017-04-29,
b76aa846-36ee-426f-ace8-4c6ec653236f,b9022317-2bb2-46a9-a75f-3473fed1395d,208VP0000X,Secondary,Psychiatry,2022-09-13,
9e03772f-0599-4a63-8381-b55b7316559e,781a9e2c-20cd-452a-a9f1-d5edaa9abd23,207N00000X,Primary,Pediatrics,2025-02-14,
0e8de20e-a7a5-4aee-894f-111e69ad30ae,cd2049a2-7831-4ca1-b10c-cb4d3ada26af,207V00000X,Primary,Obstetrics & Gynecology,2018-10-03,2023-05-16
347b1981-cb5c-4f90-af7c-267d030b268e,25bc51c2-cda2-4af9-8c9d-886ea52ce3b4,208C00000X,Secondary,Cardiology,2019-05-01,2025-05-23
4fb5e79f-3c73-4f69-b476-394bcbd90730,86a44f77-8da7-4b52-8601-130ba2579212,207Q00000X,Primary,Family Medicine,2021-05-10,
2ef35858-0dc1-48a8-8032-cac7b88b9e58,1a233359-2e80-470e-972e-6ee5aa18518c,207V00000X,Primary,Obstetrics & Gynecology,2020-09-27,
e41f9e56-92c1-4c12-ad7e-76d7cf001570,0f214327-48c5-4034-883d-58edaae52a5c,208VP0000X,Secondary,Psychiatry,2019-01-13,
f7b6a359-e1fe-44ee-bee7-90400addc578,f39fdab7-b39e-4714-8792-11cee97d7d41,207N00000X,Primary,Pediatrics,2018-08-08,
33244b9f-80f6-4c1d-963b-4a9c0033fb5c,51d39bfe-85b4-43c0-8c09-7dc3d9166e6a,208C00000X,Secondary,Cardiology,2024-12-15,2024-12-29
19421ffa-8afe-440f-b5bc-7d3dfb49fa5c,12ff0a0d-201e-4724-a21c-5be362e9ca0b,207R00000X,Primary,Internal Medicine,2019-03-31,
2dc21ef1-a900-4d91-a2c2-7de18eebd9d2,43a6be58-7cde-4b6d-8da7-4590b3538ed5,208D00000X,Secondary,General Practice,2019-01-19,
2efa9f58-7610-4428-8f70-20e1c373cac6,d68331fd-7c99-49b4-9a35-5e2a6f3a1854,208VP0000X,Secondary,Psychiatry,2025-03-04,
0946ef7a-e92c-4aad-861f-201c066fd95e,1da7bbe4-11dd-403d-ba8c-4b4796a5c906,208Z00000X,Secondary,Geriatric Medicine,2020-04-12,
bf492e91-28de-433d-abcd-ef2fe8289aad,80b92bd8-03a3-4d4f-815e-56fbd745bd68,208D00000X,Secondary,General Practice,2018-11-03,2025-05-29
8d8e998b-a6db-47e4-af51-1e7553f19557,8becf2a9-daaa-4766-9b64-53810ceaf4d8,207V00000X,Primary,Obstetrics & Gynecology,2021-01-17,
1e27fd3c-63a0-4cc3-800e-671b10893639,2dd5cc54-9b38-42e8-8f85-2495a7e73099,208D00000X,Secondary,General Practice,2024-06-21,
a4c3df9b-b830-4599-8b86-52ac13964f43,0f4be447-c876-4ded-9197-4410a472c725,208C00000X,Secondary,Cardiology,2016-11-18,
5eeae68b-05f1-4bc3-80aa-d0ce10a34161,9d5cc210-8b43-4fb5-b35d-a93a49720f93,208C00000X,Secondary,Cardiology,2017-03-04,2017-06-27
12ab4857-4ef6-4c55-a4df-da6d107dd208,0b496bde-d1c6-4902-b64e-57c08c744b80,207V00000X,Primary,Obstetrics & Gynecology,2023-01-04,
d705b435-3770-49a2-a2b7-4293f08bcddb,8c17b0cb-43de-4550-b440-90d86bab16de,207V00000X,Primary,Obstetrics & Gynecology,2021-07-14,
115280ea-eb31-448f-9387-eb2c54d782c6,6cad2227-d7e1-4e23-8254-ff7fc3f4144a,208C00000X,Secondary,Cardiology,2023-11-08,
728bd575-7986-4312-914d-103ecc5a20bd,ff60116f-fbe7-40db-abae-962f724af713,208Z00000X,Secondary,Geriatric Medicine,2021-01-06,2023-07-30
bd21b098-855b-437b-adfa-8dda2bd8745a,8e41a6e6-d030-4cd8-9cc5-787ebe1a5875,208C00000X,Secondary,Cardiology,2017-02-23,
2a5ba61b-5013-414e-a3c6-ea1bedd05476,a5ee0b8b-9562-4945-af25-90a093afa480,207N00000X,Primary,Pediatrics,2025-01-09,
96e0d31b-9919-448d-bb4c-59edb471cc96,65bc31c0-1604-4602-9731-e3f96274b19e,207N00000X,Primary,Pediatrics,2018-04-09,2024-02-20
2edf81da-9ba9-4771-a464-a34686817eb2,17430a73-7329-4a29-a086-17b26411626d,207Q00000X,Primary,Family Medicine,2023-03-06,
